phat_0,phat_1
0.9369716784763368,0.06302832152366314
0.9696522692450967,0.030347730754903286
0.8256911926068016,0.1743088073931984
0.9808864920666958,0.01911350793330435
0.7920515016653209,0.20794849833467896
0.9733905911760292,0.026609408823970726
0.9751243882602649,0.024875611739735022
0.9739574351891985,0.02604256481080139
0.7699727533978994,0.23002724660210055
0.9733905911760292,0.026609408823970726
0.8929449989160453,0.10705500108395456
0.9860209143257368,0.013979085674263142
0.9861043645676654,0.013895635432334671
0.8599268352221439,0.14007316477785628
0.8835733795894253,0.1164266204105747
0.899924858216419,0.10007514178358086
0.9647242731506726,0.03527572684932737
0.9751243882602649,0.024875611739735022
0.8256911926068016,0.1743088073931984
0.8880997660426206,0.11190023395737918
0.9649002951029686,0.03509970489703141
0.9855749829110503,0.014425017088949815
0.9739574351891985,0.02604256481080139
0.8416193478831469,0.1583806521168532
0.7797913808960281,0.22020861910397188
0.9567244618839433,0.0432755381160566
0.8355668882723473,0.16443311172765276
0.9039358485057445,0.09606415149425551
0.7785548804511686,0.2214451195488313
0.989869679494508,0.01013032050549195
0.6987363602531251,0.30126363974687476
0.987956247705062,0.012043752294938
0.8508166028214099,0.14918339717859014
0.9694830437925261,0.03051695620747375
0.9808864920666958,0.01911350793330435
0.9914214040433196,0.008578595956680406
0.9861043645676654,0.013895635432334671
0.9913519249071692,0.008648075092830665
0.8888570192332825,0.11114298076671743
0.9929036494559809,0.00709635054401912
0.8931811611488918,0.1068188388511081
0.9174019093269953,0.08259809067300464
0.8138277782669391,0.18617222173306094
0.8256911926068016,0.1743088073931984
0.9677920679072715,0.03220793209272863
0.7540982016944403,0.24590179830555964
0.9550583979515992,0.04494160204840078
0.9914214040433196,0.008578595956680406
0.9914214040433196,0.008578595956680406
0.8354517974693658,0.16454820253063404
0.9895079722538735,0.010492027746126455
0.9718388666272176,0.028161133372782275
0.9929036494559809,0.00709635054401912
0.9774908148645883,0.022509185135411686
0.9641123786392234,0.035887621360776535
0.989869679494508,0.01013032050549195
0.989869679494508,0.01013032050549195
0.9895079722538735,0.010492027746126455
0.9751243882602649,0.024875611739735022
0.989869679494508,0.01013032050549195
0.974867393295671,0.025132606704329107
0.9737004402246046,0.026299559775395477
0.8898929456509126,0.11010705434908738
0.9268679334357179,0.07313206656428213
0.859173173312375,0.14082682668762497
0.7699727533978994,0.23002724660210055
0.9356343174557512,0.06436568254424872
0.9447673471049927,0.055232652895007325
0.9914214040433196,0.008578595956680406
0.9519251863179445,0.04807481368205545
0.9698008840936403,0.030199115906359663
0.8794751493432935,0.12052485065670651
0.9914214040433196,0.008578595956680406
0.9913519249071692,0.008648075092830665
0.8880113228162276,0.11198867718377244
0.761046372547574,0.238953627452426
0.937907636474615,0.06209236352538513
0.9395677332417127,0.06043226675828719
0.7869266728795623,0.2130733271204376
0.8147305837434115,0.1852694162565886
0.9797342111732071,0.020265788826792853
0.7154694254735503,0.2845305745264496
0.8354517974693658,0.16454820253063404
0.9713142927027396,0.028685707297260322
0.7869266728795623,0.2130733271204376
0.8256911926068016,0.1743088073931984
0.9037514773785104,0.09624852262148959
0.9647242731506726,0.03527572684932737
0.7588695342087034,0.24113046579129657
0.9713142927027396,0.028685707297260322
0.9914214040433196,0.008578595956680406
0.943082185707272,0.05691781429272802
0.974867393295671,0.025132606704329107
0.9585957424228159,0.04140425757718422
0.9356343174557512,0.06436568254424872
0.8702346082075783,0.12976539179242166
